Domain name,Domain type,Agency,Organization name,City,State,Security contact email
henrycountyga.gov,County,Non-Federal Agency,Henry County Government,McDonough,GA,Securityinfo@co.henry.ga.us
henrycountyohio.gov,County,Non-Federal Agency,Henry County Commissioners,Napoleon,OH,noc@bright.net
henrycountysheriffga.gov,County,Non-Federal Agency,Henry County Government,McDonough,GA,Securityinfo@co.henry.ga.us
henrycountyva.gov,County,Non-Federal Agency,County of Henry,Martinsville,VA,(blank)
henryctyil.gov,County,Non-Federal Agency,Henry County Government,Cambridge,IL,rrathjen@henrycty.com
henryvilaszoo.gov,County,Non-Federal Agency,Dane County,Madison,WI,Olson@countyofdane.com
herkimercountyny.gov,County,Non-Federal Agency,Herkimer County,Herkimer,NY,mtesta@herkimercounty.org
hernandovotes.gov,County,Non-Federal Agency,Hernando County Supervisor of Elections,Brooksville,FL,HernandoElectionsIT@hernandovotes.gov
hertfordcountync.gov,County,Non-Federal Agency,Hertford County,Winton,NC,(blank)
hickmancountytn.gov,County,Non-Federal Agency,Hickman County Government,Centerville,TN,it@hickmancountytn.gov
highlandsclerkfl.gov,County,Non-Federal Agency,Clerk of Circuit Court & Comptroller,Sebring,FL,itsecurity@hcclerk.org
highlandsfl.gov,County,Non-Federal Agency,Highlands County Board of County Commissioners,Sebring,FL,itsecurity@hcclerk.org
hillsdalecounty.gov,County,Non-Federal Agency,Hillsdale County,Hillsdale,MI,postmaster@co.hillsdale.mi.us
hitchcockcountyne.gov,County,Non-Federal Agency,Hitchcock County,Trenton,NE,support@appliedconnective.com
hodgeman.gov,County,Non-Federal Agency,Hodgeman County Kansas,Jetmore,KS,general@gilmoresolutions.com
holmeselectionsfl.gov,County,Non-Federal Agency,Supervisor of Elections,BONIFAY,FL,barbara@holmeselectionsfl.gov
holtcountyne.gov,County,Non-Federal Agency,Holt County,O'Neill,NE,eknott@appliedconnective.com
hoodrivercounty.gov,County,Non-Federal Agency,Hood River County,Hood River,OR,tony.clark@co.hood-river.or.us
hookercountyne.gov,County,Non-Federal Agency,Hooker County,Mullen,NE,support@appliedconnective.com
horrycountysc.gov,County,Non-Federal Agency,Horry County Government,Conway,SC,floyd.robert@horrycountysc.gov
hotspringcountysoar.gov,County,Non-Federal Agency,Hot Spring County Sheriff's Office,Malvern,AR,sdavis@hotspringcountysheriff.com
houstoncosoal.gov,County,Non-Federal Agency,Houston County Sheriff's Office,Dothan,AL,techsupport@houstoncountysheriff.org
houstoncountyal.gov,County,Non-Federal Agency,Houston County Commission,Dothan,AL,security@houstoncountyal.gov
howardcountyin.gov,County,Non-Federal Agency,Howard County,Kokomo,IN,(blank)
howardcountymaryland.gov,County,Non-Federal Agency,Howard County Government,Ellicott City,MD,secops@howardcountymd.gov
howardcountymd.gov,County,Non-Federal Agency,Howard County Maryland Government,Ellicott City,MD,secops@howardcountymd.gov
howardcounty-mo.gov,County,Non-Federal Agency,"County of Howard, MO",Fayette,MO,blucas@fusioncomputers.net
howardcountyne.gov,County,Non-Federal Agency,Howard County ,St Paul,NE,info@cormsp.com
howardcountysheriffmo.gov,County,Non-Federal Agency,Howard County Sheriff's Office,Fayette,MO,jorge@icstechllc.com
howardcountytx.gov,County,Non-Federal Agency,Howard County Texas,Big Spring,TX,(blank)
howellcountymo911.gov,County,Non-Federal Agency,Howell County 911 Emergency Services,West Plains,MO,support@strongholddata.com
howellcountysheriff.gov,County,Non-Federal Agency,Howell County Sheriff's Office,West Plains,MO,jason.w.mcdaniel@howellcountysheriff.gov
humboldtcavotes.gov,County,Non-Federal Agency,County of Humboldt,Eureka,CA,infosec@co.humboldt.ca.us
humboldtcountyca.gov,County,Non-Federal Agency,County of Humboldt,Eureka,CA,infosec@co.humboldt.ca.us
humboldtcountynv.gov,County,Non-Federal Agency,Humboldt County,Winnemucca,NV,tsd@humboldtcountynv.gov
humphreyscountytn.gov,County,Non-Federal Agency,Humphreys County Government,Waverly,TN,networksupport@localgovcorp.com
huroncounty-oh.gov,County,Non-Federal Agency,Huron County Commissioners,Norwalk,OH,(blank)
hydecountync.gov,County,Non-Federal Agency,Hyde County Local Govt.,Swanquarter,NC,dshumate@hydecountync.gov
indianacountypa.gov,County,Non-Federal Agency,County of Indiana,Indiana,PA,(blank)
indianriver.gov,County,Non-Federal Agency,Indian River County Board of County Commissioners,Vero Beach,FL,helpdesk@indianriver.gov
inghamcountymi.gov,County,Non-Federal Agency,County of Ingham,Mason,MI,hmiller@ingham.org
inyo.gov,County,Non-Federal Agency,"County of Inyo, CA",Independence,CA,inyois@inyocounty.us
iredellcountync.gov,County,Non-Federal Agency,Iredell County,Statesville,NC,ITSecurityTeam@co.iredell.nc.us
ironcountymo.gov,County,Non-Federal Agency,"Iron County, Missouri",Ironton,MO,ron@arcadiavalleycommunications.com
iroquoiscountyil.gov,County,Non-Federal Agency,Iroquois County,Watseka,IL,jjohnson@co.iroquois.il.us
irwincounty-ga.gov,County,Non-Federal Agency,Irwin County Georgia,Ocilla,GA,scott@asystyoutech.com
isanticountymn.gov,County,Non-Federal Agency,Isanti County,Cambridge,MN,it.helpdesk@co.isanti.mn.us
islandcountywa.gov,County,Non-Federal Agency,Island County Government,Coupeville,WA,webmaster@islandcountywa.gov
issaquenacountyms.gov,County,Non-Federal Agency,Issaquena County Board of Supervisors,Mayersville,MS,teamwelch@bcianswers.com
itascacountymn.gov,County,Non-Federal Agency,Itasca County MN,Grand Rapids,MN,joshua.nelson@co.itasca.mn.us
jacksoncoga.gov,County,Non-Federal Agency,Jackson County Board of Commissioners,Jefferson,GA,(blank)
jacksoncountyal.gov,County,Non-Federal Agency,Jackson County Commission,Scottsboro,AL,(blank)
jacksoncountyco.gov,County,Non-Federal Agency,Jackson County,Walden,CO,(blank)
jacksoncountyfl.gov,County,Non-Federal Agency,Jackson County Board of County Commissioners,Marianna,FL,jstackowicz@jacksoncountyfl.com
jacksoncounty-il.gov,County,Non-Federal Agency,"Jackson County, Illinois",Murphysboro,IL,jhbarringer@jacksoncounty-il.gov
jacksoncountyor.gov,County,Non-Federal Agency,Jackson County Oregon,Medford,OR,abuse@jacksoncounty.org
jacksoncountytn.gov,County,Non-Federal Agency,Jackson County Government,Gainesboro,TN,jcbookkeeper@twlakes.net
jacksoncountywi.gov,County,Non-Federal Agency,Jackson County ,Black River Falls,WI,itsupport@co.jackson.wi.us
jamescitycountyva.gov,County,Non-Federal Agency,James City County,Williamsburg,VA,(blank)
jasco.gov,County,Non-Federal Agency,Jasper County Emergency Services,Carthage,MO,systems@jasco.gov
jaspercountyin.gov,County,Non-Federal Agency,Jasper County Government,Rensselaer,IN,itsupport@co.jasper.in.us
jaspercountymo.gov,County,Non-Federal Agency,Jasper County Missouri,Carthage,MO,support@midwest-it.com
jaspercountymopa.gov,County,Non-Federal Agency,Jasper County Missouri,Carthage,MO,support@midwest-it.com
jaspercountysc.gov,County,Non-Federal Agency,Jasper County,Ridgeland,SC,(blank)
jcrhcdwy.gov,County,Non-Federal Agency,Johnson County Rural Health Care District,Buffalo,WY,dtssoc@digeteks.com
jeffdaviscountyga.gov,County,Non-Federal Agency,Jeff Davis County Board Of Commissioners,Hazlehurst,GA,admin@southerntechpartners.net
jeffersoncountyarcourts.gov,County,Non-Federal Agency,Jefferson County Circuit Courts,Pine Bluff,AR,(blank)
jeffersoncountyar.gov,County,Non-Federal Agency,Jefferson County,Pine Bluff,AR,(blank)
jeffersoncountyfl.gov,County,Non-Federal Agency,Jefferson County Board of County Commissioners,Monticello,FL,(blank)
jeffersoncountyga.gov,County,Non-Federal Agency,Jefferson County Board of Commissioners,Louisville,GA,(blank)
jeffersoncountyks.gov,County,Non-Federal Agency,"Jefferson County, Kansas",Oskaloosa,KS,IT@jfcountyks.com
jeffersoncountyms.gov,County,Non-Federal Agency,Jefferson County Board of Supervisors,Fayette,MS,(blank)
jeffersoncounty-mt.gov,County,Non-Federal Agency,Jefferson County,Boulder,MT,cbullis@jeffersoncounty-mt.gov
jeffersoncountyne.gov,County,Non-Federal Agency,"Jefferson County, Nebraska",Fairbury,NE,it.jefferson@jeffersoncountyne.gov
jeffersoncountyny.gov,County,Non-Federal Agency,Jefferson County,Watertown,NY,svincent@co.jefferson.ny.us
jeffersoncountyor.gov,County,Non-Federal Agency,Jefferson County Oregon,Madras,OR,support@asibend.com
jeffersoncountypa.gov,County,Non-Federal Agency,Jefferson County,Brookville,PA,pdienes@jeffersoncountypa.com
jeffersoncountytn.gov,County,Non-Federal Agency,"Jefferson County, Tennessee",Dandridge,TN,mbolton@jeffersoncountytn.gov
jeffersoncountywi.gov,County,Non-Federal Agency,Jefferson County,Jefferson,WI,(blank)
jeffersonkyattorney.gov,County,Non-Federal Agency,Jefferson County Attorney,Louisville,KY,james.meece@louisvilleky.gov
jeffersonvotesfl.gov,County,Non-Federal Agency,Jefferson County Supervisor of Elections,,,(blank)
jenkinscountyga.gov,County,Non-Federal Agency,Jenkins County Board of Commissioners,Millen,GA,jakesasser@s3solutions.co
jenningscounty-in.gov,County,Non-Federal Agency,Jennings County Government,Vernon,IN,nsmith@jenningscounty-in.gov
jeromecountyid.gov,County,Non-Federal Agency,Jerome County,Jerome,ID,dlance@co.jerome.id.us
jerseycountyclerk-il.gov,County,Non-Federal Agency,Jersey County Clerk,Jerseyville,IL,security@jerseycounty-il.gov
jerseycounty-il.gov,County,Non-Federal Agency,Jersey County Government,Jerseyville,IL,sescurity@jerseycounty-il.gov
jimwellscounty-tx.gov,County,Non-Federal Agency,Jim Wells County Sheriff's Department,Alice,TX,(blank)
jocomo.gov,County,Non-Federal Agency,County of Johnson,Warrensburg,MO,jbulluck@jococourthouse.com
jodaviesscountyil.gov,County,Non-Federal Agency,"Jo Davies County, IL Local Government",Galena,IL,itsupport@jodaviesscountyil.gov
johnsoncountyiowa.gov,County,Non-Federal Agency,Johnson County,Iowa City,IA,security@johnsoncountyiowa.gov
johnsoncountyso-ne.gov,County,Non-Federal Agency,Johnson County Sheriff's Office,Tecumseh,NE,phillip@soaringroup.com
johnsoncountytn.gov,County,Non-Federal Agency,Johnson County Government,Mountain City,TN,purchasing@johnsoncountytn.gov
johnsoncowy.gov,County,Non-Federal Agency,Johnson County Wyoming,Buffalo,WY,dtssoc@digeteks.com
jonescountyiowaelections.gov,County,Non-Federal Agency,Jones County Auditor,Anamosa,IA,it@jonescountyiowa.gov
jonescountyiowa.gov,County,Non-Federal Agency,Jones County Iowa,Anamosa,IA,it@jonescountyiowa.gov
jonescountync.gov,County,Non-Federal Agency,Jones County,Trenton,NC,(blank)
josephinecounty.gov,County,Non-Federal Agency,Josephine County,Grants Pass,OR,jocoit@co.josephine.or.us
juabcounty.gov,County,Non-Federal Agency,Juab County,Nephi,UT,security@juabcounty.gov
juneaucountywi.gov,County,Non-Federal Agency,Juneau County,Mauston,WI,ISdept@co.juneau.wi.us
kanecountyhospitalut.gov,County,Non-Federal Agency,Kane County Hospital,KANAB,UT,its@kchosp.net
kanecountyil.gov,County,Non-Federal Agency,Kane County Illinois,Geneva,IL,gov_domain_technical_email@co.kane.il.us
kankakeecountyclerk.gov,County,Non-Federal Agency,Kankakee County Clerk,Kankakee County Clerk,IL,dhendrickson@k3county.net
kauai.gov,County,Non-Federal Agency,County of Kauai,Lihue,HI,kagena@kauai.gov
kearneycountyne.gov,County,Non-Federal Agency,Kearney County,Minden,NE,ryan@pvcneb.com
keithcountyne.gov,County,Non-Federal Agency,Keith County Nebraska,Ogallala,NE,(blank)
kendallcountyil.gov,County,Non-Federal Agency,Kendall County,Yorkville,IL,security@co.kendall.il.us
kennebec.gov,County,Non-Federal Agency,Kennebec County Government Center,Augusta,ME,admin@kennebec.gov
kenoshacountywi.gov,County,Non-Federal Agency,Kenosha County,Kenosha,WI,craig.bailey@kenoshacounty.org
kentcountyde.gov,County,Non-Federal Agency,Kent County Levy Court,Dover,DE,HelpDesk@co.kent.de.us
kentcountymi.gov,County,Non-Federal Agency,Kent County,Grand Rapids,MI,domain.manager@kentcountymi.gov
kerncog-ca.gov,County,Non-Federal Agency,Kern Council of Governments,Bakersfield,CA,(blank)
kerrcountytx.gov,County,Non-Federal Agency,Kerr County,Kerrville,TX,abuse@co.kerr.tx.us
kewauneeco.gov,County,Non-Federal Agency,Kewaunee County,Kewaunee,WI,loining.ross@kewauneeco.org
keweenawcountymi.gov,County,Non-Federal Agency,Keweenaw County,Eagle River,MI,(blank)
kimballcountyne.gov,County,Non-Federal Agency,Kimball County,Kimball,NE,jenna@kimballcountyne.us
kingcounty.gov,County,Non-Federal Agency,King County Information Technology (KCIT),Seattle,WA,(blank)
kingcountyhazwastewa.gov,County,Non-Federal Agency,King County,seattle,WA,NOC@kingcounty.gov
kinggeorgecountyva.gov,County,Non-Federal Agency,King George County,King George,VA,(blank)
kingsburyny.gov,County,Non-Federal Agency,"Town of Kingsbury, New York",Hudson Falls,NY,(blank)
kitsap.gov,County,Non-Federal Agency,Kitsap County,Port Orchard,WA,dotgov@kitsap.gov
kittitascounty.gov,County,Non-Federal Agency,Kittitas County,Ellensburg,WA,IT_Operations@co.kittitas.wa.us
klamathcountyor.gov,County,Non-Federal Agency,Klamath County,Klamath Falls,OR,tier3@klamathcounty.org
knottcountyky.gov,County,Non-Federal Agency,Knott County Fiscal Court,Hindman,KY,it@knottky.com
knoxcountyema-oh.gov,County,Non-Federal Agency,Knox County EMA,Mount Vernon,OH,kylewebb@co.knox.oh.us
knoxcountyil.gov,County,Non-Federal Agency,County of Knox,Galesburg,IL,itdept@co.knox.il.us
knoxcountymaine.gov,County,Non-Federal Agency,County of Knox,Rockland,ME,it@knoxcountymaine.gov
knoxcountyne.gov,County,Non-Federal Agency,Knox County,Center,NE,support@appliedconnective.com
knoxcountytexas.gov,County,Non-Federal Agency,Knox County Texas,Benjamin,TX,(blank)
knoxcountytn.gov,County,Non-Federal Agency,Knox County Tennessee Government,Knoxville,TN,cybersecurity@knoxcounty.org
kwc.gov,County,Non-Federal Agency,King William County,King William,VA,Secadmins@kingwilliamcounty.us
lacounty.gov,County,Non-Federal Agency,County of Los Angeles / Internal Services Department,Downey,CA,EDL-CGO-SDCEO@isd.lacounty.gov
lafayettecountymo.gov,County,Non-Federal Agency,"Lafayette County, MO",Lexington,MO,support@lafayettecountymo.gov
lafcoar.gov,County,Non-Federal Agency,Lafayette County Arkansas,Lewisville,AR,lafayetteoem@yahoo.com
lakeclerkfl.gov,County,Non-Federal Agency,Lake County Clerk of the Circuit Court and Comptroller,Tavares,FL,jmcadams@lakecountyclerk.org
lakecountyca.gov,County,Non-Federal Agency,County of Lake,Lakeport,CA,(blank)
lakecountyclerkfl.gov,County,Non-Federal Agency,Lake County Clerk of the Circuit Court and Comptroller,Tavares,FL,jmcadams@lakecountyclerk.org
lakecountyco.gov,County,Non-Federal Agency,Lake County,Leadville,CO,thetman@co.lake.co.us
lakecountyfl.gov,County,Non-Federal Agency,Lake County Board of County Commissioners,Tavares,FL,infosec@lakecountyfl.gov
lakecountyil.gov,County,Non-Federal Agency,Lake County,Waukegan,IL,MRice2@lakecountyil.gov
lakecountyohio.gov,County,Non-Federal Agency,"Lake County, Ohio",Painesville,OH,(blank)
lakecountytn.gov,County,Non-Federal Agency,Lake County Government ,Tiptonville,TN,(blank)
lakemt.gov,County,Non-Federal Agency,Lake County,Polson,MT,dincashola@lakemt.gov
lakevotes.gov,County,Non-Federal Agency,Lake County Supervisor of Elections,Tavares,FL,hays@lakevotes.gov
lamarcountyms.gov,County,Non-Federal Agency,Lamar County Mississippi,Purvis,MS,(blank)
lancastercountypa.gov,County,Non-Federal Agency,"County of Lancaster, Pa",Lancaster,PA,SecurityAlertsTeam@lancastercountypa.gov
lancastercountysc.gov,County,Non-Federal Agency,Lancaster County Government,Lancaster,SC,support@lancastersc.net
landercountynvelections.gov,County,Non-Federal Agency,Lander County Elections,Battle Mountain,NV,(blank)
lanecountyor.gov,County,Non-Federal Agency,Lane County,Eugene,OR,lcissecadms@co.lane.or.us
lapeercountymi.gov,County,Non-Federal Agency,Lapeer County,Lapeer,MI,mbartley@lapeercounty.org
laramiecountywy.gov,County,Non-Federal Agency,Laramie County Government,Cheyenne,WY,itd@laramiecountywy.gov
larimer.gov,County,Non-Federal Agency,"Larimer County, Colorado Government",Fort Collins,CO,tiwanski@larimer.org
laruecountyky.gov,County,Non-Federal Agency,LaRue County Courthouse,Hodgenville,KY,security@ltadd.org
lasallecountyil.gov,County,Non-Federal Agency,LaSalle County,ottawa,IL,kkoeppen@lasallecountyil.gov
latahcountyid.gov,County,Non-Federal Agency,Latah County Idaho,Moscow,ID,webmaster@latahcountyid.gov
lauderdalecountyal.gov,County,Non-Federal Agency,Lauderdale County Commission,Florence,AL,rchester@lauderdalecountyal.gov
laurelcountycorrectionsky.gov,County,Non-Federal Agency,Laurel County Corrections,London,KY,(blank)
laurelcountysheriff.gov,County,Non-Federal Agency,Laurel County Sheriff's Office,London,KY,c.edwards@laurelcountysheriff.gov
lavote.gov,County,Non-Federal Agency,County of Los Angeles ,Downey,CA,EDL-CGO-SDCEO@isd.lacounty.gov
lawrencecountyal.gov,County,Non-Federal Agency,Lawrence County Commission,Moulton,AL,(blank)
lawrencecountyboe-ohio.gov,County,Non-Federal Agency,Lawrence County Ohio Board of Elections,Ironton,OH,ed@lvcs.net
lawrencecountyky.gov,County,Non-Federal Agency,Lawrence County Fiscal Court,Louisa,KY,(blank)
lawrencecountymo.gov,County,Non-Federal Agency,Lawrence County Missouri,Mount Vernon,MO,support@strongholddata.com
lawrencecountypa.gov,County,Non-Federal Agency,Lawrence County Government Center,New Castle,PA,rdibello@co.lawrence.pa.us
lawrencecountysd.gov,County,Non-Federal Agency,Lawrence County,Deadwood,SD,support@lawrence.sd.us
lawrencecountytn.gov,County,Non-Federal Agency,Lawrence County Government,Lawrenceburg,TN,(blank)
lccountymt.gov,County,Non-Federal Agency,Lewis and Clark County,Helena,MT,(blank)
lccwillcounty.gov,County,Non-Federal Agency,County of Will,Joliet,IL,support@willcountyillinois.com
lcsomo.gov,County,Non-Federal Agency,Lincoln County Sheriffs Office,Troy,MO,lcso@lcsomo.com
